Year ending December,Postcode,Incidents Recorded
2013,3024,798.0
2013,3025,928.0
2013,3026,528.0
2013,3027,148.0
2013,3028,1567.0
2013,3029,4103.0
2013,3030,4778.0
2013,3031,1878.0
2013,3032,2755.0
2013,3033,498.0
2013,3034,332.0
2013,3036,242.0
2013,3037,2071.0
2013,3038,1730.0
2013,3039,1038.0
2013,3040,1137.0
2013,3041,487.0
2013,3042,1076.0
2013,3043,1120.0
2013,3044,1003.0
2013,3045,498.0
2013,3046,1876.0
2013,3047,2995.0
2013,3048,1083.0
2013,3049,340.0
2013,3051,1334.0
2013,3052,579.0
2013,3053,1352.0
2013,3054,454.0
2013,3055,534.0
2013,3056,2028.0
2013,3057,626.0
2013,3058,2418.0
2013,3059,414.0
2013,3060,760.0
2013,3061,1066.0
2013,3062,137.0
2013,3063,13.0
2013,3064,2854.0
2013,3065,2090.0
2013,3066,1270.0
2013,3067,690.0
2013,3068,1227.0
2013,3070,1589.0
2013,3071,957.0
2013,3072,3777.0
2013,3073,2628.0
2013,3074,1599.0
2013,3075,1038.0
2013,3076,2418.0
2013,3078,636.0
2013,3079,703.0
2013,3081,1294.0
2013,3082,1446.0
2013,3083,1519.0
2013,3084,1789.0
2013,3085,415.0
2013,3087,402.0
2013,3088,1211.0
2013,3089,389.0
2013,3090,95.0
2013,3091,51.0
2013,3093,112.0
2013,3094,213.0
2013,3095,743.0
2013,3096,34.0
2013,3097,26.0
2013,3099,134.0
2013,3101,1026.0
2013,3102,194.0
2013,3103,420.0
2013,3104,521.0
2013,3105,266.0
2013,3106,330.0
2013,3107,241.0
2013,3108,1176.0
2013,3109,660.0
2013,3111,171.0
2013,3113,157.0
2013,3114,56.0
2013,3115,59.0
2013,3116,468.0
2013,3121,3370.0
2013,3122,1213.0
2013,3123,420.0
2013,3124,1000.0
2013,3125,571.0
2013,3126,183.0
2013,3127,415.0
2013,3128,1309.0
2013,3129,401.0
2013,3130,958.0
2013,3131,905.0
2013,3132,551.0
2013,3133,601.0
2013,3134,2557.0
2013,3135,734.0
2013,3136,1603.0
2013,3137,468.0
2013,3138,631.0
2013,3139,331.0
2013,3140,965.0
2013,3141,1601.0
2013,3142,613.0
2013,3143,318.0
2013,3144,595.0
2013,3145,1594.0
2013,3146,631.0
2013,3147,710.0
2013,3148,736.0
2013,3149,768.0
2013,3150,1555.0
2013,3151,351.0
2013,3152,1721.0
2013,3153,1337.0
2013,3154,114.0
2013,3155,1127.0
2013,3156,1476.0
2013,3158,204.0
2013,3159,77.0
2013,3160,454.0
2013,3161,528.0
2013,3162,673.0
2013,3163,988.0
2013,3165,724.0
2013,3166,1317.0
2013,3167,401.0
2013,3168,1289.0
2013,3169,750.0
2013,3170,822.0
2013,3171,1432.0
2013,3172,752.0
2013,3173,1039.0
2013,3174,2163.0
2013,3175,7288.0
2013,3177,986.0
2013,3178,987.0
2013,3179,330.0
2013,3180,375.0
2013,3181,2628.0
2013,3182,3620.0
2013,3183,946.0
2013,3184,696.0
2013,3185,688.0
2013,3186,957.0
2013,3187,393.0
2013,3188,792.0
2013,3189,835.0
2013,3190,606.0
2013,3191,428.0
2013,3192,1518.0
2013,3193,403.0
2013,3194,620.0
2013,3195,1488.0
2013,3196,991.0
2013,3197,558.0
2013,3198,1374.0
2013,3199,6620.0
2013,3200,605.0
2013,3201,1107.0
2013,3202,65.0
2013,3204,930.0
2013,3205,1586.0
2013,3206,602.0
2013,3207,1197.0
2013,3211,60.0
2013,3212,554.0
2013,3213,64.0
2013,3214,2910.0
2013,3215,1367.0
2013,3216,2163.0
2013,3217,63.0
2013,3218,690.0
2013,3219,1373.0
2013,3220,2966.0
2013,3221,257.0
2013,3222,242.0
2013,3223,248.0
2013,3224,220.0
2013,3225,84.0
2013,3226,316.0
2013,3227,157.0
2013,3228,476.0
2013,3230,104.0
2013,3231,31.0
2013,3232,162.0
2013,3233,107.0
2013,3234,10.0
2013,3235,6.0
2013,3236,4.0
2013,3237,8.0
2013,3238,13.0
2013,3239,17.0
2013,3240,28.0
2013,3241,119.0
2013,3242,19.0
2013,3249,78.0
2013,3250,734.0
2013,3251,12.0
2013,3254,11.0
2013,3260,160.0
2013,3264,69.0
2013,3265,88.0
2013,3266,62.0
2013,3267,3.0
2013,3268,57.0
2013,3269,25.0
2013,3270,12.0
2013,3271,7.0
2013,3272,71.0
2013,3273,2.0
2013,3274,4.0
2013,3275,7.0
2013,3276,5.0
2013,3277,48.0
2013,3278,6.0
2013,3279,4.0
2013,3280,1890.0
2013,3281,4.0
2013,3282,49.0
2013,3283,28.0
2013,3284,132.0
2013,3285,24.0
2013,3286,5.0
2013,3287,4.0
2013,3289,17.0
2013,3292,21.0
2013,3293,10.0
2013,3294,7.0
2013,3300,731.0
2013,3301,20.0
2013,3302,19.0
2013,3303,12.0
2013,3304,139.0
2013,3305,882.0
2013,3309,4.0
2013,3310,12.0
2013,3311,84.0
2013,3312,16.0
2013,3314,10.0
2013,3315,61.0
2013,3317,5.0
2013,3318,34.0
2013,3319,5.0
2013,3321,20.0
2013,3322,4.0
2013,3323,5.0
2013,3324,26.0
2013,3325,5.0
2013,3328,15.0
2013,3329,5.0
2013,3330,14.0
2013,3331,87.0
2013,3332,14.0
2013,3333,33.0
2013,3334,12.0
2013,3335,330.0
2013,3337,2874.0
2013,3338,940.0
2013,3340,1102.0
2013,3341,47.0
2013,3342,192.0
2013,3345,45.0
2013,3350,5359.0
2013,3351,191.0
2013,3352,373.0
2013,3354,10.0
2013,3355,1279.0
2013,3356,1211.0
2013,3357,63.0
2013,3360,30.0
2013,3361,16.0
2013,3363,130.0
2013,3364,51.0
2013,3370,46.0
2013,3371,46.0
2013,3373,104.0
2013,3375,12.0
2013,3377,845.0
2013,3378,1.0
2013,3379,9.0
2013,3380,461.0
2013,3381,49.0
2013,3384,19.0
2013,3385,6.0
2013,3387,2.0
2013,3388,15.0
2013,3390,33.0
2013,3391,3.0
2013,3392,9.0
2013,3393,125.0
2013,3395,11.0
2013,3396,7.0
2013,3399,4.0
2013,3400,1268.0
2013,3401,65.0
2013,3407,15.0
2013,3409,14.0
2013,3412,15.0
2013,3413,5.0
2013,3414,59.0
2013,3415,7.0
2013,3418,84.0
2013,3419,33.0
2013,3420,7.0
2013,3423,19.0
2013,3424,29.0
2013,3427,113.0
2013,3428,47.0
2013,3429,1635.0
2013,3430,18.0
2013,3431,83.0
2013,3432,10.0
2013,3433,4.0
2013,3434,114.0
2013,3435,64.0
2013,3437,261.0
2013,3438,51.0
2013,3440,51.0
2013,3441,22.0
2013,3442,215.0
2013,3444,488.0
2013,3446,40.0
2013,3447,18.0
2013,3448,21.0
2013,3450,394.0
2013,3451,89.0
2013,3453,30.0
2013,3458,62.0
2013,3460,160.0
2013,3461,95.0
2013,3462,27.0
2013,3463,60.0
2013,3464,30.0
2013,3465,695.0
2013,3467,39.0
2013,3468,18.0
2013,3469,13.0
2013,3472,63.0
2013,3475,12.0
2013,3478,156.0
2013,3480,62.0
2013,3482,8.0
2013,3483,19.0
2013,3488,1.0
2013,3489,6.0
2013,3490,63.0
2013,3491,5.0
2013,3494,27.0
2013,3496,329.0
2013,3498,183.0
2013,3500,3585.0
2013,3501,49.0
2013,3505,285.0
2013,3506,2.0
2013,3507,2.0
2013,3509,4.0
2013,3512,3.0
2013,3515,37.0
2013,3516,31.0
2013,3517,73.0
2013,3518,57.0
2013,3520,11.0
2013,3521,27.0
2013,3522,30.0
2013,3523,153.0
2013,3525,51.0
2013,3527,35.0
2013,3529,1.0
2013,3530,2.0
2013,3531,1.0
2013,3533,17.0
2013,3537,21.0
2013,3540,33.0
2013,3542,2.0
2013,3544,8.0
2013,3546,21.0
2013,3549,247.0
2013,3550,3386.0
2013,3551,524.0
2013,3555,1044.0
2013,3556,837.0
2013,3557,41.0
2013,3558,35.0
2013,3559,23.0
2013,3561,141.0
2013,3562,18.0
2013,3563,22.0
2013,3564,1328.0
2013,3565,4.0
2013,3566,23.0
2013,3567,14.0
2013,3568,60.0
2013,3570,27.0
2013,3571,8.0
2013,3572,12.0
2013,3573,15.0
2013,3575,9.0
2013,3578,2.0
2013,3579,278.0
2013,3580,11.0
2013,3581,13.0
2013,3583,6.0
2013,3584,38.0
2013,3585,1024.0
2013,3586,15.0
2013,3589,18.0
2013,3590,9.0
2013,3591,4.0
2013,3594,3.0
2013,3595,34.0
2013,3597,10.0
2013,3607,4.0
2013,3608,106.0
2013,3610,84.0
2013,3612,101.0
2013,3614,22.0
2013,3616,220.0
2013,3617,7.0
2013,3618,21.0
2013,3620,311.0
2013,3621,72.0
2013,3622,11.0
2013,3623,21.0
2013,3624,14.0
2013,3629,774.0
2013,3630,3652.0
2013,3631,256.0
2013,3633,19.0
2013,3634,41.0
2013,3635,13.0
2013,3636,188.0
2013,3637,13.0
2013,3638,63.0
2013,3639,48.0
2013,3640,22.0
2013,3641,39.0
2013,3644,431.0
2013,3646,15.0
2013,3647,2.0
2013,3649,13.0
2013,3658,233.0
2013,3659,45.0
2013,3660,652.0
2013,3662,11.0
2013,3663,10.0
2013,3664,26.0
2013,3665,15.0
2013,3666,163.0
2013,3669,44.0
2013,3670,18.0
2013,3672,796.0
2013,3673,29.0
2013,3675,73.0
2013,3677,1501.0
2013,3678,73.0
2013,3682,14.0
2013,3683,40.0
2013,3685,78.0
2013,3687,29.0
2013,3688,27.0
2013,3690,2163.0
2013,3691,136.0
2013,3695,2.0
2013,3697,6.0
2013,3698,5.0
2013,3699,36.0
2013,3700,65.0
2013,3701,18.0
2013,3704,1.0
2013,3705,1.0
2013,3707,85.0
2013,3708,1.0
2013,3709,10.0
2013,3711,17.0
2013,3712,16.0
2013,3713,61.0
2013,3714,121.0
2013,3715,11.0
2013,3717,129.0
2013,3718,9.0
2013,3719,18.0
2013,3720,35.0
2013,3722,183.0
2013,3723,97.0
2013,3725,8.0
2013,3726,9.0
2013,3727,10.0
2013,3728,17.0
2013,3730,304.0
2013,3732,10.0
2013,3733,3.0
2013,3735,6.0
2013,3737,175.0
2013,3738,3.0
2013,3739,7.0
2013,3740,12.0
2013,3741,122.0
2013,3744,7.0
2013,3746,11.0
2013,3747,121.0
2013,3749,36.0
2013,3750,209.0
2013,3751,13.0
2013,3752,1080.0
2013,3753,67.0
2013,3754,1211.0
2013,3755,21.0
2013,3756,464.0
2013,3757,341.0
2013,3758,76.0
2013,3759,27.0
2013,3760,6.0
2013,3761,18.0
2013,3762,10.0
2013,3763,44.0
2013,3764,399.0
2013,3765,176.0
2013,3766,26.0
2013,3767,30.0
2013,3770,72.0
2013,3775,90.0
2013,3777,288.0
2013,3778,11.0
2013,3779,11.0
2013,3781,184.0
2013,3782,228.0
2013,3783,74.0
2013,3785,10.0
2013,3786,21.0
2013,3787,25.0
2013,3788,49.0
2013,3789,4.0
2013,3791,31.0
2013,3792,18.0
2013,3793,169.0
2013,3795,28.0
2013,3796,199.0
2013,3797,139.0
2013,3799,166.0
2013,3802,1065.0
2013,3803,738.0
2013,3804,185.0
2013,3805,2658.0
2013,3806,1377.0
2013,3807,273.0
2013,3808,42.0
2013,3809,302.0
2013,3810,2778.0
2013,3812,84.0
2013,3813,33.0
2013,3814,48.0
2013,3815,78.0
2013,3816,126.0
2013,3818,642.0
2013,3820,887.0
2013,3821,50.0
2013,3822,24.0
2013,3823,69.0
2013,3824,188.0
2013,3825,2013.0
2013,3831,58.0
2013,3833,41.0
2013,3835,29.0
2013,3840,2523.0
2013,3842,421.0
2013,3844,2658.0
2013,3847,115.0
2013,3850,1662.0
2013,3851,189.0
2013,3854,29.0
2013,3856,19.0
2013,3857,9.0
2013,3858,150.0
2013,3859,21.0
2013,3860,310.0
2013,3862,94.0
2013,3864,9.0
2013,3865,8.0
2013,3869,39.0
2013,3870,31.0
2013,3871,81.0
2013,3873,19.0
2013,3874,20.0
2013,3875,1601.0
2013,3878,22.0
2013,3880,91.0
2013,3882,15.0
2013,3885,58.0
2013,3886,19.0
2013,3887,36.0
2013,3888,231.0
2013,3889,8.0
2013,3890,32.0
2013,3891,5.0
2013,3892,51.0
2013,3893,1.0
2013,3895,3.0
2013,3896,10.0
2013,3898,40.0
2013,3900,7.0
2013,3902,16.0
2013,3903,17.0
2013,3904,38.0
2013,3909,778.0
2013,3910,746.0
2013,3911,159.0
2013,3912,590.0
2013,3913,139.0
2013,3915,1002.0
2013,3916,32.0
2013,3918,108.0
2013,3919,129.0
2013,3920,9.0
2013,3921,3.0
2013,3922,565.0
2013,3923,11.0
2013,3925,133.0
2013,3926,65.0
2013,3927,39.0
2013,3928,15.0
2013,3929,43.0
2013,3930,338.0
2013,3931,1606.0
2013,3933,45.0
2013,3934,400.0
2013,3936,504.0
2013,3937,43.0
2013,3938,80.0
2013,3939,1034.0
2013,3940,284.0
2013,3941,678.0
2013,3942,102.0
2013,3943,163.0
2013,3944,54.0
2013,3945,24.0
2013,3946,6.0
2013,3950,208.0
2013,3951,19.0
2013,3953,244.0
2013,3954,6.0
2013,3956,109.0
2013,3957,3.0
2013,3958,6.0
2013,3959,24.0
2013,3960,71.0
2013,3962,37.0
2013,3964,2.0
2013,3965,9.0
2013,3966,9.0
2013,3967,1.0
2013,3971,166.0
2013,3975,438.0
2013,3976,916.0
2013,3977,3637.0
2013,3978,173.0
2013,3979,4.0
2013,3980,97.0
2013,3981,155.0
2013,3984,209.0
2013,3987,19.0
2013,3988,30.0
2013,3990,4.0
2013,3991,26.0
2013,3992,8.0
2013,3995,886.0
2013,3996,204.0
2014,3000,7028.0
2014,3002,550.0
2014,3003,386.0
2014,3006,1914.0
2014,3008,815.0
2014,3011,2419.0
2014,3012,1549.0
2014,3013,618.0
2014,3015,966.0
2014,3016,1007.0
2014,3018,760.0
2014,3019,895.0
2014,3020,4906.0
2014,3021,3447.0
2014,3022,282.0
2014,3023,3104.0
2014,3024,889.0
2014,3025,964.0
2014,3026,459.0
2014,3027,243.0
2014,3028,1708.0
2014,3029,4040.0
2014,3030,4847.0
2014,3031,1947.0
2014,3032,2416.0
2014,3033,579.0
2014,3034,328.0
2014,3036,305.0
2014,3037,1881.0
2014,3038,1395.0
2014,3039,1032.0
2014,3040,1259.0
2014,3041,569.0
2014,3042,1137.0
2014,3043,1259.0
2014,3044,1105.0
2014,3045,530.0
2014,3046,2006.0
2014,3047,3090.0
2014,3048,1136.0
2014,3049,382.0
2014,3051,1294.0
2014,3052,636.0
2014,3053,1397.0
2014,3054,596.0
2014,3055,565.0
2014,3056,2475.0
2014,3057,754.0
2014,3058,2635.0
2014,3059,447.0
2014,3060,713.0
2014,3061,996.0
2014,3062,151.0
2014,3063,22.0
2014,3064,3419.0
2014,3065,2191.0
2014,3066,1441.0
2014,3067,867.0
2014,3068,1508.0
2014,3070,1671.0
2014,3071,1133.0
2014,3072,4038.0
2014,3073,3022.0
2014,3074,1626.0
2014,3075,1099.0
2014,3076,2566.0
2014,3078,648.0
2014,3079,756.0
2014,3081,1270.0
2014,3082,1406.0
2014,3083,1648.0
2014,3084,2103.0
2014,3085,484.0
2014,3087,440.0
2014,3088,1162.0
2014,3089,326.0
2014,3090,86.0
2014,3091,51.0
2014,3093,121.0
2014,3094,201.0
2014,3095,804.0
2014,3096,30.0
2014,3097,32.0
2014,3099,128.0
2014,3101,1154.0
2014,3102,159.0
2014,3103,400.0
2014,3104,405.0
2014,3105,345.0
2014,3106,344.0
2014,3107,300.0
2014,3108,1108.0
2014,3109,591.0
2014,3111,189.0
2014,3113,141.0
2014,3114,52.0
2014,3115,71.0
2014,3116,512.0
2014,3121,3248.0
2014,3122,1266.0
2014,3123,370.0
2014,3124,771.0
2014,3125,657.0
2014,3126,208.0
2014,3127,498.0
2014,3128,1314.0
2014,3129,294.0
2014,3130,849.0
2014,3131,887.0
2014,3132,623.0
2014,3133,558.0
2014,3134,2635.0
2014,3135,821.0
2014,3136,1729.0
2014,3137,508.0
2014,3138,840.0
2014,3139,310.0
2014,3140,1100.0
2014,3141,1647.0
2014,3142,648.0
2014,3143,385.0
2014,3144,653.0
2014,3145,1169.0
2014,3146,619.0
2014,3147,691.0
2014,3148,533.0
2014,3149,830.0
2014,3150,1734.0
2014,3151,353.0
2014,3152,1612.0
2014,3153,1467.0
2014,3154,133.0
2014,3155,1221.0
2014,3156,1463.0
2014,3158,211.0
2014,3159,47.0
2014,3160,389.0
2014,3161,472.0
2014,3162,541.0
2014,3163,1077.0
2014,3165,614.0
2014,3166,1302.0
2014,3167,349.0
2014,3168,1143.0
2014,3169,704.0
2014,3170,930.0
2014,3171,1407.0
2014,3172,655.0
2014,3173,1005.0
2014,3174,2118.0
2014,3175,7064.0
2014,3177,1008.0
2014,3178,1245.0
2014,3179,288.0
2014,3180,349.0
2014,3181,2598.0
2014,3182,3565.0
2014,3183,828.0
2014,3184,787.0
2014,3185,519.0
2014,3186,966.0
2014,3187,380.0
2014,3188,710.0
2014,3189,848.0
2014,3190,522.0
2014,3191,405.0
2014,3192,1324.0
2014,3193,363.0
2014,3194,615.0
2014,3195,1413.0
2014,3196,1030.0
2014,3197,628.0
2014,3198,1374.0
2014,3199,6474.0
2014,3200,556.0
2014,3201,1162.0
2014,3202,98.0
2014,3204,893.0
2014,3205,1736.0
2014,3206,746.0
2014,3207,1294.0
2014,3211,85.0
2014,3212,674.0
2014,3213,83.0
2014,3214,3134.0
2014,3215,1370.0
2014,3216,2353.0
2014,3217,61.0
2014,3218,800.0
2014,3219,1540.0
2014,3220,3243.0
2014,3221,318.0
2014,3222,379.0
2014,3223,347.0
2014,3224,296.0
2014,3225,120.0
2014,3226,342.0
2014,3227,144.0
2014,3228,486.0
2014,3230,85.0
2014,3231,58.0
2014,3232,144.0
2014,3233,121.0
2014,3234,7.0
2014,3235,9.0
2014,3236,6.0
2014,3237,4.0
2014,3238,16.0
2014,3239,20.0
2014,3240,45.0
2014,3241,104.0
2014,3242,22.0
2014,3243,7.0
2014,3249,101.0
2014,3250,780.0
2014,3251,10.0
2014,3254,7.0
2014,3260,152.0
2014,3264,127.0
2014,3265,45.0
2014,3266,60.0
2014,3267,3.0
2014,3268,53.0
2014,3269,25.0
2014,3270,7.0
2014,3271,6.0
2014,3272,81.0
2014,3273,7.0
2014,3274,7.0
2014,3275,7.0
2014,3276,3.0
2014,3277,47.0
2014,3278,2.0
2014,3279,5.0
2014,3280,1965.0
2014,3281,2.0
2014,3282,64.0
2014,3283,34.0
2014,3284,141.0
2014,3285,20.0
2014,3286,13.0
2014,3287,6.0
2014,3289,14.0
2014,3292,12.0
2014,3293,4.0
2014,3294,22.0
2014,3300,566.0
2014,3301,13.0
2014,3302,12.0
2014,3303,16.0
2014,3304,129.0
2014,3305,1156.0
2014,3309,7.0
2014,3310,15.0
2014,3311,45.0
2014,3312,29.0
2014,3314,9.0
2014,3315,63.0
2014,3317,6.0
2014,3318,21.0
2014,3319,8.0
2014,3321,30.0
2014,3322,3.0
2014,3323,3.0
2014,3324,26.0
2014,3325,9.0
2014,3328,13.0
2014,3329,3.0
2014,3330,10.0
2014,3331,165.0
2014,3332,21.0
2014,3333,24.0
2014,3334,13.0
2014,3335,381.0
2014,3337,3233.0
2014,3338,1194.0
2014,3340,1001.0
2014,3341,21.0
2014,3342,237.0
2014,3345,53.0
2014,3350,4959.0
2014,3351,177.0
2014,3352,440.0
2014,3354,7.0
2014,3355,1181.0
2014,3356,1047.0
2014,3357,89.0
2014,3360,21.0
2014,3361,14.0
2014,3363,175.0
2014,3364,68.0
2014,3370,51.0
2014,3371,57.0
2014,3373,137.0
2014,3375,10.0
2014,3377,752.0
2014,3378,2.0
2014,3379,21.0
2014,3380,466.0
2014,3381,69.0
2014,3384,21.0
2014,3385,4.0
2014,3387,3.0
2014,3388,14.0
2014,3390,33.0
2014,3391,6.0
2014,3392,9.0
2014,3393,89.0
2014,3395,9.0
2014,3396,8.0
2014,3399,5.0
2014,3400,1481.0
2014,3401,89.0
2014,3407,5.0
2014,3409,6.0
2014,3412,2.0
2014,3413,3.0
2014,3414,53.0
2014,3415,6.0
2014,3418,59.0
2014,3419,26.0
2014,3420,9.0
2014,3422,3.0
2014,3423,18.0
2014,3424,20.0
2014,3427,179.0
2014,3428,56.0
2014,3429,1859.0
2014,3430,20.0
2014,3431,66.0
2014,3432,6.0
2014,3433,6.0
2014,3434,154.0
2014,3435,80.0
2014,3437,286.0
2014,3438,49.0
2014,3440,64.0
2014,3441,19.0
2014,3442,233.0
2014,3444,485.0
2014,3446,34.0
2014,3447,23.0
2014,3448,32.0
2014,3450,403.0
2014,3451,110.0
2014,3453,40.0
2014,3458,52.0
2014,3460,112.0
2014,3461,75.0
2014,3462,16.0
2014,3463,58.0
2014,3464,52.0
2014,3465,678.0
2014,3467,45.0
2014,3468,29.0
2014,3469,8.0
2014,3472,37.0
2014,3475,17.0
2014,3477,4.0
2014,3478,136.0
2014,3480,61.0
2014,3482,4.0
2014,3483,19.0
2014,3485,2.0
2014,3487,7.0
2014,3488,1.0
2014,3489,6.0
2014,3490,58.0
2014,3491,1.0
2014,3494,32.0
2014,3496,258.0
2014,3498,136.0
2014,3500,3885.0
2014,3501,39.0
2014,3505,233.0
2014,3506,1.0
2014,3507,3.0
2014,3509,8.0
2014,3512,8.0
2014,3515,27.0
2014,3516,31.0
2014,3517,49.0
2014,3518,48.0
2014,3520,17.0
2014,3521,28.0
2014,3522,18.0
2014,3523,192.0
2014,3525,31.0
2014,3527,38.0
2014,3529,1.0
2014,3530,2.0
2014,3531,4.0
2014,3533,21.0
2014,3537,15.0
2014,3539,2.0
2014,3540,16.0
2014,3542,4.0
2014,3544,16.0
2014,3546,35.0
2014,3549,314.0
2014,3550,3385.0
2014,3551,601.0
2014,3555,998.0
2014,3556,923.0
2014,3557,39.0
2014,3558,32.0
2014,3559,22.0
2014,3561,167.0
2014,3562,14.0
2014,3563,18.0
2014,3564,1505.0
2014,3565,5.0
2014,3566,8.0
2014,3567,15.0
2014,3568,95.0
2014,3570,19.0
2014,3571,11.0
2014,3572,7.0
2014,3573,8.0
2014,3575,15.0
2014,3576,1.0
2014,3579,251.0
2014,3580,39.0
2014,3581,10.0
2014,3583,6.0
2014,3584,24.0
2014,3585,1112.0
2014,3586,18.0
2014,3588,2.0
2014,3589,16.0
2014,3590,7.0
2014,3591,1.0
2014,3594,18.0
2014,3595,30.0
2014,3596,7.0
2014,3597,16.0
2014,3599,7.0
2014,3607,5.0
2014,3608,94.0
2014,3610,87.0
2014,3612,117.0
2014,3614,22.0
2014,3616,197.0
2014,3617,4.0
2014,3618,20.0
2014,3620,315.0
2014,3621,89.0
2014,3622,12.0
2014,3623,28.0
2014,3624,18.0
2014,3629,798.0
2014,3630,4150.0
2014,3631,276.0
2014,3633,16.0
2014,3634,35.0
2014,3635,17.0
2014,3636,149.0
2014,3637,9.0
2014,3638,81.0
2014,3639,39.0
2014,3640,21.0
2014,3641,34.0
2014,3644,422.0
2014,3646,19.0
2014,3647,2.0
2014,3649,15.0
2014,3658,206.0
2014,3659,52.0
2014,3660,733.0
2014,3662,19.0
2014,3663,5.0
2014,3664,33.0
2014,3665,11.0
2014,3666,156.0
2014,3669,34.0
2014,3670,29.0
2014,3672,752.0
2014,3673,21.0
2014,3675,57.0
2014,3677,1523.0
2014,3678,54.0
2014,3682,24.0
2014,3683,56.0
2014,3685,76.0
2014,3687,25.0
2014,3688,46.0
2014,3690,2338.0
2014,3691,142.0
2014,3695,5.0
2014,3697,8.0
2014,3698,3.0
2014,3699,57.0
2014,3700,35.0
2014,3701,19.0
2014,3704,3.0
2014,3705,6.0
2014,3707,58.0
2014,3708,1.0
2014,3709,7.0
2014,3711,14.0
2014,3712,9.0
2014,3713,65.0
2014,3714,156.0
2014,3715,8.0
2014,3717,113.0
2014,3718,7.0
2014,3719,15.0
2014,3720,29.0
2014,3722,267.0
2014,3723,130.0
2014,3725,6.0
2014,3726,9.0
2014,3727,9.0
2014,3728,27.0
2014,3730,253.0
2014,3732,12.0
2014,3733,3.0
2014,3735,10.0
2014,3737,141.0
2014,3738,5.0
2014,3740,21.0
2014,3741,77.0
2014,3744,3.0
2014,3746,13.0
2014,3747,82.0
2014,3749,21.0
2014,3750,269.0
2014,3751,8.0
2014,3752,950.0
2014,3753,70.0
2014,3754,1283.0
2014,3755,16.0
2014,3756,605.0
2014,3757,311.0
2014,3758,69.0
2014,3759,7.0
2014,3760,6.0
2014,3761,19.0
2014,3762,10.0
2014,3763,51.0
2014,3764,373.0
2014,3765,171.0
2014,3766,8.0
2014,3767,28.0
2014,3770,79.0
2014,3775,76.0
2014,3777,302.0
2014,3778,11.0
2014,3779,11.0
2014,3781,160.0
2014,3782,199.0
2014,3783,60.0
2014,3785,11.0
2014,3786,30.0
2014,3787,25.0
2014,3788,46.0
2014,3789,6.0
2014,3791,27.0
2014,3792,18.0
2014,3793,100.0
2014,3795,27.0
2014,3796,232.0
2014,3797,144.0
2014,3799,197.0
2014,3802,845.0
2014,3803,759.0
2014,3804,209.0
2014,3805,2823.0
2014,3806,1517.0
2014,3807,230.0
2014,3808,42.0
2014,3809,301.0
2014,3810,2424.0
2014,3812,45.0
2014,3813,32.0
2014,3814,56.0
2014,3815,86.0
2014,3816,147.0
2014,3818,729.0
2014,3820,922.0
2014,3821,53.0
2014,3822,21.0
2014,3823,62.0
2014,3824,177.0
2014,3825,2005.0
2014,3831,63.0
2014,3833,23.0
2014,3835,5.0
2014,3840,2777.0
2014,3842,483.0
2014,3844,2510.0
2014,3847,99.0
2014,3850,1677.0
2014,3851,217.0
2014,3852,1.0
2014,3854,29.0
2014,3856,17.0
2014,3857,6.0
2014,3858,151.0
2014,3859,30.0
2014,3860,320.0
2014,3862,106.0
2014,3864,16.0
2014,3865,12.0
2014,3869,62.0
2014,3870,33.0
2014,3871,102.0
2014,3873,24.0
2014,3874,31.0
2014,3875,1527.0
2014,3878,20.0
2014,3880,109.0
2014,3882,19.0
2014,3885,55.0
2014,3886,17.0
2014,3887,42.0
2014,3888,233.0
2014,3889,10.0
2014,3890,38.0
2014,3891,3.0
2014,3892,67.0
2014,3893,2.0
2014,3895,5.0
2014,3896,17.0
2014,3898,23.0
2014,3900,8.0
2014,3902,3.0
2014,3903,18.0
2014,3904,38.0
2014,3909,656.0
2014,3910,697.0
2014,3911,155.0
2014,3912,553.0
2014,3913,128.0
2014,3915,1110.0
2014,3916,23.0
2014,3918,107.0
2014,3919,139.0
2014,3920,12.0
2014,3921,1.0
2014,3922,550.0
2014,3923,16.0
2014,3925,163.0
2014,3926,73.0
2014,3927,47.0
2014,3928,12.0
2014,3929,25.0
2014,3930,327.0
2014,3931,1418.0
2014,3933,56.0
2014,3934,287.0
2014,3936,549.0
2014,3937,33.0
2014,3938,118.0
2014,3939,1153.0
2014,3940,320.0
2014,3941,804.0
2014,3942,119.0
2014,3943,164.0
2014,3944,67.0
2014,3945,12.0
2014,3946,3.0
2014,3950,206.0
2014,3951,17.0
2014,3953,272.0
2014,3954,4.0
2014,3956,88.0
2014,3957,5.0
2014,3958,3.0
2014,3959,16.0
2014,3960,80.0
2014,3962,28.0
2014,3964,3.0
2014,3965,9.0
2014,3966,12.0
2014,3967,2.0
2014,3971,191.0
2014,3975,532.0
2014,3976,1042.0
2014,3977,4069.0
2014,3978,295.0
2014,3979,11.0
2014,3980,103.0
2014,3981,141.0
2014,3984,287.0
2014,3987,35.0
2014,3988,19.0
2014,3990,3.0
2014,3991,27.0
2014,3992,19.0
2014,3995,792.0
2014,3996,221.0
2015,3000,6973.0
2015,3002,680.0
2015,3003,468.0
2015,3006,2172.0
2015,3008,1077.0
2015,3011,2434.0
2015,3012,1666.0
2015,3013,640.0
2015,3015,979.0
2015,3016,1000.0
2015,3018,690.0
2015,3019,986.0
2015,3020,4981.0
2015,3021,3734.0
2015,3022,338.0
2015,3023,3369.0
